고객ID,Recency,Frequency,Monetary,Length,총납세액,평균납세액,총구매수량,평균구매수량,총할인금액,평균할인금액,평균할인율,총배송료,평균배송료,최다구매월,당월구매횟수,고유거래일수,평균구매주기,추가구매일수,성별,고객지역,가입기간,구매카테고리수,First_category,Second_category,Third_category,used개수,not used개수,clicked개수,Used_ratio,Used_ratio_per_F,Clicked_ratio,Clicked_ratio_per_F
USER_0229,37,2,507.3634,0,38.3894,4.798675,9,4.5,9.356,1.1695,5.0,13.0,1.625,Nov,2,1,37,0.0,여,Chicago,4,3,Apparel,Nest,Housewares,2,1,5,0.25,0.125,0.625,0.3125
USER_0230,131,25,3786.6244,15,377.5984,9.439960000000001,111,4.44,122.724,3.0681000000000003,6.0,163.99,4.09975,Aug,25,2,80,1.0,여,New York,14,6,Nest,Apparel,Stationery,12,7,21,0.3,0.012,0.525,0.021
USER_0231,170,5,881.9992000000001,0,88.6342,6.818015384615385,17,3.4,46.075,3.5442307692307695,5.38,30.0,2.3076923076923075,Jul,5,1,170,0.0,여,Chicago,31,3,Apparel,Nest,Apparel,7,0,6,0.5384615384615384,0.10769230769230768,0.46153846153846156,0.09230769230769231
USER_0232,66,36,5584.2722,0,539.8022,7.102660526315789,753,20.916666666666668,125.56,1.6521052631578947,3.68,277.32,3.6489473684210525,Oct,36,1,66,0.0,여,Chicago,24,10,Apparel,Nest,Stationery,28,10,38,0.3684210526315789,0.01023391812865497,0.5,0.013888888888888888
USER_0233,283,15,3976.3417999999997,0,524.7918,22.817034782608694,151,10.066666666666666,262.28999999999996,11.403913043478259,11.74,110.33,4.796956521739131,Mar,15,1,283,0.0,여,California,8,4,Apparel,Nest,Housewares,9,4,10,0.391304347826087,0.026086956521739132,0.43478260869565216,0.028985507246376812
USER_0234,48,124,23220.2437,256,2461.8257,10.17283347107438,794,6.403225806451613,2127.962,8.793231404958677,8.97,1197.11,4.946735537190082,Mar,90,4,140,3.0,남,Chicago,25,13,Apparel,Nest,Stationery,82,44,116,0.33884297520661155,0.0027326046387629965,0.4793388429752066,0.003865635830445215
USER_0235,220,14,1964.6193,0,195.8513,6.120353125,37,2.642857142857143,126.312,3.94725,8.12,97.99,3.0621875,May,14,1,220,0.0,여,California,9,8,Apparel,Nest,Stationery,13,4,15,0.40625,0.029017857142857144,0.46875,0.033482142857142856
USER_0236,146,11,2061.4674,0,218.0134,10.90067,48,4.363636363636363,126.446,6.3223,6.0,107.88,5.394,Aug,11,1,146,0.0,여,New York,42,7,Nest,Apparel,Stationery,6,1,13,0.3,0.02727272727272727,0.65,0.05909090909090909
USER_0237,152,10,1276.4113,0,164.1293,4.435927027027027,117,11.7,32.708,0.884,4.86,80.85,2.185135135135135,Aug,10,1,152,0.0,여,Chicago,50,7,Apparel,Apparel,Housewares,9,7,21,0.24324324324324326,0.024324324324324326,0.5675675675675675,0.05675675675675675
USER_0238,68,39,5911.2631,165,495.6391,6.436871428571428,132,3.3846153846153846,367.706,4.775402597402597,5.06,313.84000000000003,4.075844155844156,Oct,24,3,132,2.0,남,California,50,10,Apparel,Nest,Stationery,30,9,38,0.38961038961038963,0.00999000999000999,0.4935064935064935,0.012654012654012654
USER_0239,18,14,2104.5772,259,209.8152,13.11345,32,2.2857142857142856,96.858,6.053625,6.88,86.5,5.40625,Jun,6,6,89,5.0,남,California,47,6,Nest,Apparel,Apparel,5,5,6,0.3125,0.022321428571428572,0.375,0.026785714285714284
USER_0240,11,13,2301.6402,0,225.6942,8.680546153846153,97,7.461538461538462,265.854,10.225153846153846,6.92,143.81,5.531153846153846,Dec,13,1,11,0.0,여,Chicago,4,6,Apparel,Nest,Stationery,6,2,18,0.23076923076923078,0.01775147928994083,0.6923076923076923,0.05325443786982249
USER_0241,110,10,461.2368,123,60.7318,2.8919904761904762,26,2.6,17.355,0.8264285714285714,8.57,73.99,3.523333333333333,May,5,3,118,2.0,여,California,18,4,Apparel,Stationery,Housewares,8,3,10,0.38095238095238093,0.03809523809523809,0.47619047619047616,0.047619047619047616
USER_0242,224,1,58.2052,0,7.873199999999999,3.9365999999999994,2,2.0,6.398,3.199,10.0,12.99,6.495,May,1,1,224,0.0,여,Chicago,33,1,Apparel,None,None,1,0,1,0.5,0.5,0.5,0.5
USER_0243,207,19,2546.4879,0,281.8159,8.051882857142857,136,7.157894736842105,207.378,5.925085714285714,9.43,153.84,4.395428571428572,Jun,19,1,207,0.0,여,New York,35,8,Apparel,Nest,Lifestyle,11,3,21,0.3142857142857143,0.016541353383458645,0.6,0.031578947368421054
USER_0244,158,5,564.0253,75,74.91529999999999,6.242941666666666,52,10.4,4.640000000000001,0.3866666666666667,3.33,43.89,3.6575,Jul,3,2,154,1.0,여,New York,50,5,Apparel,Stationery,Stationery,3,3,6,0.25,0.05,0.5,0.1
USER_0245,11,42,10756.2013,243,1032.9163,12.151956470588237,396,9.428571428571429,449.435,5.287470588235294,5.06,502.82,5.915529411764706,Oct,21,3,165,2.0,남,California,30,10,Apparel,Nest,Nest,27,16,42,0.3176470588235294,0.007563025210084033,0.49411764705882355,0.011764705882352941
USER_0246,147,8,1396.3672000000001,1,141.4292,8.319364705882354,21,2.625,92.162,5.421294117647059,9.41,48.0,2.823529411764706,Aug,8,2,74,1.0,남,Chicago,30,5,Nest,Apparel,Stationery,8,1,8,0.47058823529411764,0.058823529411764705,0.47058823529411764,0.058823529411764705
USER_0247,214,4,552.1362,0,52.6562,10.53124,35,8.75,15.8,3.16,4.0,37.989999999999995,7.597999999999999,May,4,1,214,0.0,남,California,19,3,Nest,Apparel,Stationery,1,1,3,0.2,0.05,0.6,0.15
USER_0248,261,15,1660.0368,0,170.3558,8.112180952380951,49,3.2666666666666666,16.989,0.809,2.38,93.0,4.428571428571429,Apr,15,1,261,0.0,여,California,24,5,Nest,Apparel,Lifestyle,5,1,15,0.23809523809523808,0.015873015873015872,0.7142857142857143,0.04761904761904762
USER_0249,109,18,2291.5615000000003,16,225.4855,5.6371375,65,3.611111111111111,174.934,4.37335,8.5,179.32,4.483,Aug,17,2,70,1.0,여,California,25,9,Apparel,Nest,Lifestyle,16,1,23,0.4,0.022222222222222223,0.575,0.03194444444444444
USER_0250,165,5,536.2755,0,67.71449999999999,4.232156249999999,122,24.4,3.449,0.2155625,2.5,44.4,2.775,Jul,5,1,165,0.0,남,Chicago,38,7,Lifestyle,Stationery,Apparel,4,2,10,0.25,0.05,0.625,0.125
USER_0251,360,4,1412.6576,0,129.3116,21.551933333333334,12,3.0,24.554000000000002,4.092333333333333,1.67,26.0,4.333333333333333,Jan,4,1,360,0.0,남,California,15,2,Nest,Apparel,None,1,2,3,0.16666666666666666,0.041666666666666664,0.5,0.125
USER_0252,104,18,2824.5201,0,268.9361,6.895797435897436,175,9.722222222222221,97.23599999999999,2.493230769230769,8.46,121.12,3.1056410256410256,Sep,18,1,104,0.0,남,New Jersey,16,8,Stationery,Nest,Lifestyle,11,4,24,0.28205128205128205,0.01566951566951567,0.6153846153846154,0.03418803418803419
USER_0253,202,1,67.4706,0,8.3106,8.3106,3,3.0,0.0,0.0,0.0,12.99,12.99,Jun,1,1,202,0.0,여,Washington DC,12,1,Apparel,None,None,0,0,1,0.0,0.0,1.0,1.0
USER_0254,130,26,17484.5027,149,1059.8867,23.041015217391305,1141,43.88461538461539,400.164,8.699217391304348,7.83,250.64,5.448695652173913,Mar,12,6,71,5.0,남,California,46,7,Apparel,Nest,Stationery,15,12,19,0.32608695652173914,0.01254180602006689,0.41304347826086957,0.01588628762541806
USER_0255,227,17,3270.2892,93,330.5712,11.806114285714285,224,13.176470588235293,121.962,4.355785714285714,6.43,159.44,5.694285714285714,Feb,10,2,206,1.0,여,California,41,4,Nest,Stationery,Apparel,9,3,16,0.32142857142857145,0.018907563025210086,0.5714285714285714,0.03361344537815126
USER_0256,268,1,85.50000000000001,0,7.9,7.9,1,1.0,7.9,7.9,10.0,6.5,6.5,Apr,1,1,268,0.0,남,Chicago,7,1,Nest,None,None,1,0,0,1.0,1.0,0.0,0.0
USER_0257,46,39,8823.3358,106,822.7258,10.547766666666668,220,5.641025641025641,571.1800000000001,7.322820512820513,5.9,314.19,4.028076923076923,Nov,25,3,86,2.0,여,California,43,10,Nest,Apparel,Stationery,23,9,46,0.2948717948717949,0.007560815253122946,0.5897435897435898,0.015121630506245891
USER_0258,92,6,845.7030000000001,36,79.041,5.645785714285714,18,3.0,29.227999999999998,2.0877142857142856,7.14,36.0,2.5714285714285716,Aug,5,2,82,1.0,여,Chicago,14,4,Nest,Apparel,Stationery,5,3,6,0.35714285714285715,0.05952380952380953,0.42857142857142855,0.07142857142857142
USER_0259,209,5,866.8868,126,83.16080000000001,7.560072727272728,71,14.2,2.694,0.2449090909090909,5.45,41.58,3.78,Jun,4,2,230,1.0,여,New York,33,4,Apparel,Stationery,Nest,2,4,5,0.18181818181818182,0.03636363636363636,0.45454545454545453,0.09090909090909091
USER_0260,169,3,706.4946,0,79.2436,3.773504761904762,29,9.666666666666666,44.409000000000006,2.114714285714286,3.81,18.0,0.8571428571428571,Jul,3,1,169,0.0,남,California,12,4,Apparel,Nest,Stationery,8,4,9,0.38095238095238093,0.12698412698412698,0.42857142857142855,0.14285714285714285
USER_0261,345,3,526.6147,0,51.5677,10.31354,7,2.3333333333333335,9.693,1.9385999999999999,8.0,19.5,3.9,Jan,3,1,345,0.0,여,Chicago,38,4,Apparel,Apparel,Stationery,4,1,0,0.8,0.26666666666666666,0.0,0.0
USER_0262,8,22,4553.0136,0,393.49760000000003,11.573458823529412,51,2.3181818181818183,321.98400000000004,9.470117647058824,10.59,148.49,4.36735294117647,Dec,22,1,8,0.0,남,Chicago,14,6,Nest,Apparel,Nest,12,4,18,0.35294117647058826,0.016042780748663103,0.5294117647058824,0.02406417112299465
USER_0263,69,12,2337.0732,30,234.0882,8.072006896551724,138,11.5,113.32499999999999,3.9077586206896546,8.28,74.7,2.575862068965517,Sep,11,3,43,2.0,남,New Jersey,15,6,Apparel,Lifestyle,Nest,8,4,17,0.27586206896551724,0.022988505747126436,0.5862068965517241,0.048850574712643674
USER_0264,168,3,471.554,0,51.766999999999996,3.0451176470588233,21,7.0,8.113,0.47723529411764704,3.53,18.0,1.0588235294117647,Jul,3,1,168,0.0,남,California,42,5,Apparel,Stationery,Apparel,6,3,8,0.35294117647058826,0.11764705882352942,0.47058823529411764,0.1568627450980392
USER_0265,201,8,1330.8352,0,135.8082,9.700585714285713,47,5.875,49.083,3.5059285714285715,6.43,62.34,4.452857142857143,Jun,8,1,201,0.0,여,Chicago,17,5,Apparel,Nest,Apparel,3,2,9,0.21428571428571427,0.026785714285714284,0.6428571428571429,0.08035714285714286
USER_0266,167,42,7151.6302000000005,119,811.5092,8.28070612244898,277,6.595238095238095,174.78900000000002,1.783561224489796,3.37,287.86,2.9373469387755105,Jul,33,5,81,4.0,여,Chicago,27,9,Apparel,Nest,Stationery,33,9,56,0.336734693877551,0.008017492711370262,0.5714285714285714,0.013605442176870748
USER_0267,34,7,2268.0964,190,203.5564,20.35564,103,14.714285714285714,161.0,16.1,4.0,217.16000000000003,21.716,May,4,2,207,1.0,여,Chicago,24,3,Nest,Stationery,Apparel,2,3,5,0.2,0.028571428571428574,0.5,0.07142857142857142
USER_0268,256,8,845.9778,0,106.95079999999999,5.092895238095237,28,3.5,54.903,2.6144285714285713,6.19,61.989999999999995,2.951904761904762,Apr,8,1,256,0.0,여,Chicago,14,5,Apparel,Apparel,Stationery,13,1,7,0.6190476190476191,0.07738095238095238,0.3333333333333333,0.041666666666666664
USER_0269,48,10,2500.6398,0,199.2298,11.7194,41,4.1,115.0,6.764705882352941,4.71,62.7,3.6882352941176473,Nov,10,1,48,0.0,남,Chicago,18,7,Nest,Nest,Housewares,4,3,10,0.23529411764705882,0.023529411764705882,0.5882352941176471,0.058823529411764705
USER_0270,176,5,665.3682,103,63.0652,7.007244444444444,10,2.0,6.577,0.7307777777777777,7.78,31.5,3.5,Mar,3,3,127,2.0,남,Chicago,2,3,Apparel,Nest,Stationery,3,2,4,0.3333333333333333,0.06666666666666667,0.4444444444444444,0.08888888888888888
USER_0271,44,7,1367.2812,0,84.8092,6.523784615384615,50,7.142857142857143,98.548,7.580615384615385,6.15,42.0,3.230769230769231,Nov,7,1,44,0.0,여,New York,47,4,Stationery,Nest,Apparel,4,0,9,0.3076923076923077,0.04395604395604396,0.6923076923076923,0.0989010989010989
USER_0272,156,1,166.60500000000002,0,13.965000000000002,13.965000000000002,35,35.0,0.0,0.0,0.0,12.99,12.99,Jul,1,1,156,0.0,남,California,43,1,Stationery,None,None,0,0,1,0.0,0.0,1.0,1.0
USER_0273,176,11,1823.8228000000001,87,173.8068,9.147726315789475,25,2.272727272727273,33.674,1.7723157894736843,2.63,79.99,4.21,Apr,6,2,175,1.0,여,New York,24,4,Nest,Apparel,Stationery,5,1,13,0.2631578947368421,0.023923444976076555,0.6842105263157895,0.06220095693779904
USER_0274,267,23,3306.5188000000003,67,348.2118,7.913904545454545,129,5.608695652173913,322.94300000000004,7.339613636363637,7.73,206.49,4.692954545454546,Feb,17,3,133,2.0,남,Washington DC,41,9,Apparel,Nest,Stationery,18,8,18,0.4090909090909091,0.017786561264822136,0.4090909090909091,0.017786561264822136
USER_0275,123,15,3501.2911999999997,0,361.2252,10.32072,199,13.266666666666667,215.904,6.168685714285714,6.29,161.91,4.626,Aug,15,1,123,0.0,여,Chicago,26,8,Apparel,Stationery,Lifestyle,11,7,17,0.3142857142857143,0.02095238095238095,0.4857142857142857,0.03238095238095238
USER_0276,15,10,1206.4734,0,129.0194,8.0637125,20,2.0,197.346,12.334125,13.12,70.49,4.405625,Dec,10,1,15,0.0,남,Washington DC,6,6,Nest,Apparel,Housewares,7,3,6,0.4375,0.04375,0.375,0.0375
USER_0277,34,10,2553.6986,43,191.61860000000001,11.976162500000001,26,2.6,65.07000000000001,4.0668750000000005,4.38,61.0,3.8125,Oct,9,2,60,1.0,남,Chicago,25,6,Nest,Apparel,Nest,7,2,7,0.4375,0.04375,0.4375,0.04375
USER_0278,166,4,601.3332,0,57.611200000000004,7.2014000000000005,10,2.5,2.198,0.27475,2.5,24.0,3.0,Jul,4,1,166,0.0,남,California,40,4,Apparel,Stationery,Nest,2,4,2,0.25,0.0625,0.25,0.0625
USER_0279,335,9,1571.5802,0,164.53920000000002,9.678776470588236,57,6.333333333333333,33.519000000000005,1.9717058823529414,2.94,102.0,6.0,Jan,9,1,335,0.0,남,Chicago,42,6,Apparel,Nest,Housewares,5,4,8,0.29411764705882354,0.032679738562091505,0.47058823529411764,0.05228758169934641
USER_0280,65,3,312.7162,0,24.604200000000002,4.100700000000001,8,2.6666666666666665,11.838000000000001,1.973,5.0,18.0,3.0,Oct,3,1,65,0.0,여,New York,7,5,Stationery,Nest,Apparel,3,1,2,0.5,0.16666666666666666,0.3333333333333333,0.1111111111111111
USER_0281,32,42,8625.5454,330,893.1514000000001,11.450658974358975,1040,24.761904761904763,313.386,4.017769230769231,5.77,622.54,7.981282051282051,Oct,12,11,62,10.0,남,Chicago,30,12,Apparel,Nest,Stationery,27,11,40,0.34615384615384615,0.008241758241758242,0.5128205128205128,0.012210012210012208
USER_0282,206,24,4215.6588,141,419.13480000000004,8.55377142857143,96,4.0,84.676,1.7280816326530613,3.88,208.47,4.254489795918367,Jan,11,3,162,2.0,여,New York,22,8,Nest,Apparel,Stationery,11,10,28,0.22448979591836735,0.00935374149659864,0.5714285714285714,0.023809523809523808
USER_0283,151,12,965.3336,56,117.1766,3.66176875,101,8.416666666666666,71.003,2.21884375,6.25,114.86,3.589375,Jun,7,2,131,1.0,남,Chicago,38,8,Apparel,Housewares,Stationery,8,5,19,0.25,0.020833333333333332,0.59375,0.049479166666666664
USER_0284,224,22,2820.8714,138,260.51840000000004,7.236622222222223,240,10.909090909090908,55.577,1.5438055555555554,3.61,317.77,8.826944444444443,May,12,3,166,2.0,여,California,41,9,Nest,Apparel,Stationery,8,3,25,0.2222222222222222,0.0101010101010101,0.6944444444444444,0.03156565656565657
USER_0285,142,13,1732.6433000000002,0,200.1953,4.170735416666667,53,4.076923076923077,133.442,2.780041666666667,7.5,101.67999999999999,2.118333333333333,Aug,13,1,142,0.0,남,California,12,8,Apparel,Apparel,Nest,18,6,24,0.375,0.028846153846153848,0.5,0.038461538461538464
USER_0286,118,19,3448.6637,152,318.5937,8.849825000000001,93,4.894736842105263,67.63,1.878611111111111,4.44,188.35,5.231944444444444,Apr,17,2,211,1.0,여,New York,38,5,Nest,Apparel,Stationery,12,8,16,0.3333333333333333,0.017543859649122806,0.4444444444444444,0.023391812865497075
USER_0287,104,29,3853.8987,104,426.3377,4.900433333333333,198,6.827586206896552,261.949,3.0109080459770117,5.86,255.98,2.9422988505747125,Jun,14,5,62,4.0,여,California,33,12,Apparel,Lifestyle,Stationery,32,16,39,0.367816091954023,0.012683313515655966,0.4482758620689655,0.015457788347205707
USER_0288,19,38,9007.6552,334,1096.5222,13.880027848101268,1153,30.342105263157894,1296.797,16.415151898734177,6.84,292.93,3.707974683544304,Jan,11,7,98,6.0,남,New York,33,13,Apparel,Nest,Stationery,24,12,43,0.3037974683544304,0.007994670219853431,0.5443037974683544,0.014323784143904065
USER_0289,125,3,623.8024,12,84.0824,6.467876923076924,83,27.666666666666668,6.960000000000001,0.5353846153846155,4.62,18.0,1.3846153846153846,Aug,3,2,74,1.0,여,New York,5,5,Apparel,Housewares,Stationery,3,3,7,0.23076923076923078,0.07692307692307693,0.5384615384615384,0.1794871794871795
USER_0290,290,1,15.784,0,0.504,0.504,1,1.0,0.0,0.0,0.0,12.48,12.48,Mar,1,1,290,0.0,남,Chicago,6,1,Lifestyle,None,None,0,0,1,0.0,0.0,1.0,1.0
USER_0291,172,3,311.3068,0,39.9678,3.6334363636363634,14,4.666666666666667,23.571,2.142818181818182,7.27,32.0,2.909090909090909,Jul,3,1,172,0.0,남,Washington DC,6,3,Apparel,Stationery,Nest,8,1,2,0.7272727272727273,0.24242424242424243,0.18181818181818182,0.06060606060606061
USER_0292,11,76,12136.7311,274,1235.2991,8.29059798657718,719,9.460526315789474,1158.9479999999999,7.7781744966442945,8.46,741.5,4.976510067114094,Aug,32,5,111,4.0,여,California,22,11,Apparel,Nest,Stationery,50,23,76,0.33557046979865773,0.004415400918403391,0.5100671140939598,0.006711409395973155
USER_0293,19,22,4296.6979,321,392.0579,9.334711904761905,144,6.545454545454546,269.25,6.410714285714286,6.43,185.71,4.421666666666667,Oct,8,6,110,5.0,여,Chicago,16,9,Nest,Apparel,Stationery,17,5,20,0.40476190476190477,0.0183982683982684,0.47619047619047616,0.021645021645021644
USER_0294,25,10,1160.2008999999998,0,121.7859,6.765883333333333,24,2.4,137.055,7.614166666666667,11.67,64.5,3.5833333333333335,Dec,10,1,25,0.0,남,California,33,5,Apparel,Stationery,Nest,7,3,8,0.3888888888888889,0.03888888888888889,0.4444444444444444,0.04444444444444444
USER_0295,209,12,1914.8468,80,222.3358,8.551376923076923,40,3.3333333333333335,293.70899999999995,11.296499999999998,13.85,91.67,3.5257692307692308,Mar,7,3,123,2.0,남,New York,25,4,Apparel,Nest,Stationery,12,4,10,0.46153846153846156,0.038461538461538464,0.38461538461538464,0.032051282051282055
USER_0296,193,11,1526.4852,18,179.7752,6.658340740740742,142,12.909090909090908,171.45,6.35,8.89,86.98,3.2214814814814816,Jun,11,2,114,1.0,여,New York,21,6,Apparel,Nest,Lifestyle,8,4,15,0.2962962962962963,0.026936026936026935,0.5555555555555556,0.050505050505050504
USER_0297,300,8,1050.2134,0,103.2244,10.32244,24,3.0,42.291,4.2291,12.0,81.46000000000001,8.146,Mar,8,1,300,0.0,여,New York,22,3,Nest,Apparel,Stationery,4,1,5,0.4,0.05,0.5,0.0625
USER_0298,96,1,109.2312,0,14.3422,3.58555,13,13.0,27.381,6.84525,22.5,6.0,1.5,Sep,1,1,96,0.0,여,California,32,3,Apparel,Apparel,Stationery,3,0,1,0.75,0.75,0.25,0.25
USER_0299,29,21,3893.568,289,358.959,12.377896551724138,106,5.0476190476190474,106.59100000000001,3.6755517241379314,5.17,305.44,10.532413793103448,Feb,14,3,202,2.0,남,New Jersey,30,6,Nest,Apparel,Housewares,7,5,17,0.2413793103448276,0.011494252873563218,0.5862068965517241,0.02791461412151067
USER_0300,100,20,3794.8815999999997,233,308.7076,9.958309677419356,69,3.45,412.496,13.30632258064516,10.0,133.97,4.321612903225806,Sep,19,2,283,1.0,여,Chicago,19,6,Apparel,Nest,Nest,11,3,17,0.3548387096774194,0.017741935483870968,0.5483870967741935,0.027419354838709675
USER_0301,269,12,1768.6611,0,177.0271,5.900903333333333,36,3.0,52.036,1.7345333333333335,2.33,78.0,2.6,Apr,12,1,269,0.0,여,Chicago,13,8,Apparel,Nest,Stationery,7,4,19,0.23333333333333334,0.019444444444444445,0.6333333333333333,0.05277777777777778
USER_0302,114,1,43.2658,0,7.4238,1.48476,6,6.0,12.107999999999999,2.4215999999999998,24.0,6.0,1.2,Sep,1,1,114,0.0,여,California,44,4,Housewares,Stationery,Lifestyle,4,0,1,0.8,0.8,0.2,0.2
USER_0303,268,4,7501.5158,0,1106.9987999999998,73.79991999999999,199,49.75,180.25300000000001,12.016866666666667,3.33,104.51,6.967333333333333,Apr,4,1,268,0.0,여,New Jersey,48,3,Apparel,Nest,Stationery,5,0,10,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.16666666666666666
USER_0304,47,23,4080.1614,147,451.14439999999996,8.675853846153846,246,10.695652173913043,117.55300000000001,2.2606346153846157,4.62,258.7,4.975,Oct,8,6,56,5.0,여,California,20,10,Stationery,Apparel,Nest,13,12,27,0.25,0.010869565217391304,0.5192307692307693,0.022575250836120404
USER_0305,44,1,26.7326,0,3.1626000000000003,1.0542,3,3.0,0.0,0.0,0.0,6.0,2.0,Nov,1,1,44,0.0,남,New York,32,3,Housewares,Lifestyle,Apparel,0,2,1,0.0,0.0,0.3333333333333333,0.3333333333333333
USER_0306,12,8,1195.8899,0,110.8969,10.081536363636364,12,1.5,145.557,13.232454545454544,10.91,85.47,7.77,Dec,8,1,12,0.0,남,New York,24,5,Nest,Apparel,Apparel,4,0,7,0.36363636363636365,0.045454545454545456,0.6363636363636364,0.07954545454545454
USER_0307,76,3,1084.2742,0,59.9842,14.99605,5,1.6666666666666667,34.9,8.725,2.5,18.0,4.5,Oct,3,1,76,0.0,여,Chicago,46,3,Nest,IT,Nest,1,1,2,0.25,0.08333333333333333,0.5,0.16666666666666666
USER_0308,44,3,321.6242,0,19.810200000000002,2.4762750000000002,40,13.333333333333334,3.656,0.457,5.0,18.5,2.3125,Nov,3,1,44,0.0,여,New York,50,4,Stationery,Apparel,Apparel,2,2,4,0.25,0.08333333333333333,0.5,0.16666666666666666
USER_0309,173,40,7688.0759,114,718.6369,8.76386463414634,205,5.125,486.441,5.93220731707317,6.95,488.25,5.954268292682927,Jul,20,2,200,1.0,남,California,26,8,Apparel,Nest,Nest,25,12,45,0.3048780487804878,0.007621951219512195,0.5487804878048781,0.013719512195121953
USER_0310,142,8,1020.4021,0,81.5801,6.275392307692308,15,1.875,66.758,5.135230769230769,4.62,48.0,3.6923076923076925,Aug,8,1,142,0.0,여,New Jersey,8,6,Housewares,Nest,Apparel,3,2,8,0.23076923076923078,0.028846153846153848,0.6153846153846154,0.07692307692307693
USER_0311,285,10,1652.6359,0,196.69989999999999,8.195829166666666,134,13.4,212.42399999999998,8.850999999999999,12.5,104.27,4.3445833333333335,Mar,10,1,285,0.0,남,Chicago,14,6,Stationery,Housewares,Nest,10,3,11,0.4166666666666667,0.04166666666666667,0.4583333333333333,0.04583333333333333
USER_0312,17,15,2262.5594,332,251.37140000000002,7.393276470588236,226,15.066666666666666,67.022,1.9712352941176472,4.12,95.0,2.7941176470588234,Jan,7,4,170,3.0,남,New York,23,6,Apparel,Nest,Stationery,11,3,20,0.3235294117647059,0.021568627450980392,0.5882352941176471,0.0392156862745098
USER_0313,304,5,545.4302,0,51.184200000000004,5.687133333333334,9,1.8,19.794,2.1993333333333336,6.67,32.5,3.611111111111111,Mar,5,1,304,0.0,여,New York,49,5,Stationery,Nest,Apparel,2,1,6,0.2222222222222222,0.04444444444444444,0.6666666666666666,0.13333333333333333
USER_0314,12,5,993.8490999999999,0,69.98610000000001,6.998610000000001,15,3.0,12.717,1.2717,3.0,37.99,3.7990000000000004,Dec,5,1,12,0.0,여,California,47,5,Apparel,Stationery,Nest,1,4,5,0.1,0.02,0.5,0.1
USER_0315,2,16,2889.1641,1,288.95910000000003,12.039962500000001,35,2.1875,369.135,15.380625,11.25,119.89,4.995416666666666,Dec,16,2,2,1.0,남,Chicago,35,6,Nest,Apparel,Housewares,9,4,11,0.375,0.0234375,0.4583333333333333,0.028645833333333332
USER_0316,146,12,2089.921,1,212.287,5.44325641025641,171,14.25,83.426,2.139128205128205,7.18,172.63,4.426410256410256,Aug,12,2,74,1.0,남,California,28,8,Apparel,Lifestyle,Nest,14,6,19,0.358974358974359,0.029914529914529916,0.48717948717948717,0.0405982905982906
USER_0317,118,17,1782.5367,161,175.9617,5.8653900000000005,32,1.8823529411764706,84.955,2.8318333333333334,6.33,214.99,7.166333333333333,Mar,9,5,88,4.0,여,California,46,7,Apparel,Nest,Housewares,9,6,15,0.3,0.01764705882352941,0.5,0.029411764705882353
USER_0318,29,13,3038.3077,0,207.47770000000003,10.919878947368423,23,1.7692307692307692,36.39,1.9152631578947368,1.58,83.5,4.394736842105263,Dec,13,1,29,0.0,여,California,13,5,Nest,Apparel,Nest,1,4,14,0.05263157894736842,0.004048582995951417,0.7368421052631579,0.05668016194331983
USER_0319,25,3,414.6603,0,32.7903,10.930100000000001,4,1.3333333333333333,0.0,0.0,0.0,19.0,6.333333333333333,Dec,3,1,25,0.0,여,California,28,3,Nest,Nest,IT,0,0,3,0.0,0.0,1.0,0.3333333333333333
USER_0320,211,4,1187.8753,0,125.92630000000001,8.395086666666668,133,33.25,37.88099999999999,2.5253999999999994,10.0,30.99,2.066,Jun,4,1,211,0.0,여,New York,5,6,Apparel,Stationery,Nest,5,2,8,0.3333333333333333,0.08333333333333333,0.5333333333333333,0.13333333333333333
USER_0321,125,6,608.4647,0,54.1447,6.016077777777777,31,5.166666666666667,51.43,5.714444444444444,8.89,43.41,4.823333333333333,Aug,6,1,125,0.0,남,Chicago,20,5,Nest,Apparel,Apparel,4,1,4,0.4444444444444444,0.07407407407407407,0.4444444444444444,0.07407407407407407
USER_0322,34,12,2112.8104000000003,41,208.7224,8.696766666666667,232,19.333333333333332,55.782000000000004,2.32425,2.92,88.19,3.674583333333333,Oct,11,3,38,2.0,여,California,11,7,Nest,Stationery,Housewares,7,3,14,0.2916666666666667,0.024305555555555556,0.5833333333333334,0.04861111111111111
USER_0323,189,14,2099.643,0,204.82500000000002,10.24125,62,4.428571428571429,69.882,3.4941000000000004,4.5,91.49,4.5745,Jun,14,1,189,0.0,여,Chicago,49,5,Nest,Apparel,Stationery,3,3,14,0.15,0.010714285714285714,0.7,0.049999999999999996
USER_0324,21,5,1104.7901,142,89.5121,11.1890125,14,2.8,106.722,13.34025,3.75,38.49,4.81125,Dec,4,2,152,1.0,여,New York,22,3,Apparel,Nest,Nest,1,0,7,0.125,0.025,0.875,0.175
USER_0325,116,9,1121.0907,0,159.5637,4.199044736842105,208,23.11111111111111,166.023,4.3690263157894735,7.11,54.5,1.4342105263157894,Sep,9,1,116,0.0,남,Chicago,21,8,Apparel,Stationery,Apparel,9,7,22,0.23684210526315788,0.02631578947368421,0.5789473684210527,0.06432748538011696
