Recency,Frequency,Monetary,Length,성별,평균구매주기,구매카테고리수,총납세액,총구매수량,총할인금액,총배송료,당월구매횟수,고유거래일수,used개수,not used개수,Used_ratio_per_F,Clicked_ratio_per_F,First_category,Second_category,Third_category,labels
18,9,867.2833999999999,0,남,18,2,98.0264,12,143.163,57.5,9,1,5,1,0.0505050505050505,0.0505050505050505,Apparel,Nest,None,7
202,1,20.9512,0,여,202,1,3.0582,1,5.097,6.0,1,1,1,0,1.0,0.0,Apparel,None,None,2
318,2,359.6682,0,여,318,2,32.678200000000004,3,0.0,13.0,2,1,0,1,0.0,0.25,Apparel,Nest,None,2
62,5,1236.3416,0,여,62,5,139.66160000000002,120,37.2,30.0,5,1,2,2,0.0444444444444444,0.1111111111111111,Nest,Apparel,Housewares,0
323,35,7021.2174,1,여,162,9,708.3054,185,394.238,277.08,35,2,18,10,0.0098901098901098,0.0131868131868131,Nest,Apparel,Stationery,4
12,18,7750.2383,266,여,136,8,768.4263,562,333.458,399.89,7,4,20,8,0.0202020202020202,0.0272727272727272,Apparel,Stationery,Nest,1
212,8,1366.2764,0,여,212,7,152.4854,210,71.559,92.69,8,1,7,6,0.03125,0.0669642857142857,Stationery,Apparel,Housewares,0
268,1,132.86,0,남,268,1,4.785,15,4.785,85.01,1,1,1,0,1.0,0.0,Stationery,None,None,2
21,24,3163.5952,242,여,63,7,270.8792,144,233.694,221.16,7,8,12,6,0.0151515151515151,0.0189393939393939,Nest,Stationery,Housewares,1
108,16,2619.0337,1,남,55,10,245.5797,72,125.886,130.22,16,2,7,6,0.015625,0.0334821428571428,Nest,Apparel,Stationery,0
118,18,3621.7953,14,남,73,8,310.7953,84,238.3,140.06,16,2,9,4,0.0172413793103448,0.0306513409961685,Nest,Stationery,Apparel,3
34,40,13186.565,152,여,169,9,1425.57,729,709.115,357.81,31,2,24,15,0.0084507042253521,0.0112676056338028,Nest,Apparel,Nest,5
11,16,3412.6651,0,여,11,4,284.22610000000003,33,264.801,142.96,16,1,7,4,0.0190217391304347,0.0326086956521739,Nest,Nest,Apparel,0
16,3,377.7474,0,남,16,2,41.8404,7,50.943,32.989999999999995,3,1,2,0,0.0952380952380952,0.2380952380952381,Apparel,Nest,None,7
192,10,1083.3073,0,여,192,6,114.2563,81,28.989,66.99,10,1,5,4,0.0277777777777777,0.05,Apparel,Lifestyle,Nest,0
283,5,1208.5700000000002,0,여,283,2,104.29,27,151.79999999999998,93.28,5,1,3,0,0.1,0.1,Nest,Stationery,None,7
27,7,2220.0328,0,여,27,5,212.2708,25,79.33800000000001,45.0,7,1,6,3,0.0659340659340659,0.0439560439560439,Nest,Apparel,Lifestyle,0
108,1,36.8,0,남,108,1,6.3,10,10.5,6.0,1,1,1,0,1.0,0.0,Lifestyle,None,None,2
58,8,1606.0888,143,여,172,5,195.1298,141,159.551,100.26,7,2,5,1,0.0520833333333333,0.0625,Apparel,Stationery,Nest,3
18,6,813.4064000000001,0,여,18,5,69.4274,11,51.981,44.49,6,1,3,1,0.0499999999999999,0.0999999999999999,Nest,Apparel,Stationery,7
107,2,358.0348,0,여,107,3,57.3498,122,29.925,12.0,2,1,1,4,0.0416666666666666,0.2916666666666667,Lifestyle,Apparel,Housewares,7
74,8,752.9588,0,여,74,4,63.396800000000006,22,47.37800000000001,70.18,8,1,7,1,0.0795454545454545,0.034090909090909,Apparel,Lifestyle,Nest,7
4,14,3217.8878,1,남,3,6,341.2388,131,323.061,89.5,14,2,8,2,0.0228571428571428,0.0428571428571428,Nest,Apparel,Housewares,4
170,3,378.2508,0,여,170,4,23.0958,27,0.335,34.58,3,1,1,3,0.0476190476190476,0.1428571428571428,Apparel,Stationery,Stationery,7
87,2,3146.1082,22,여,65,2,477.6782,157,0.0,12.0,1,2,0,1,0.0,0.3333333333333333,Apparel,Stationery,None,6
19,10,1354.2761,6,남,15,5,124.2931,14,254.907,73.61,10,2,5,0,0.0384615384615384,0.0615384615384615,Nest,Apparel,Nest,0
325,9,1036.2054,23,여,185,6,95.8684,17,18.993,70.47,8,2,4,2,0.037037037037037,0.0555555555555555,Nest,Apparel,Housewares,6
223,2,158.4076,0,여,223,2,19.3876,3,15.8,12.0,2,1,1,1,0.1666666666666666,0.1666666666666666,Apparel,Nest,None,2
171,1,14.496,0,여,171,1,1.296,1,0.0,6.0,1,1,0,0,0.0,1.0,Apparel,None,None,2
336,4,521.417,0,여,336,2,46.447,5,15.500000000000002,26.0,4,1,2,0,0.1,0.15,Nest,Stationery,None,7
235,7,1098.8034,0,남,235,4,108.6954,30,59.702,42.0,7,1,5,4,0.0446428571428571,0.0625,Apparel,Nest,Stationery,0
5,16,4453.0022,282,여,142,8,545.1111999999999,371,323.009,312.18,8,4,14,5,0.025,0.0285714285714285,Apparel,Nest,Stationery,1
88,18,3069.9458,166,여,210,7,307.9638,251,97.898,209.89,11,2,17,8,0.0214646464646464,0.0239898989898989,Apparel,Stationery,Housewares,1
111,30,4552.7834,147,여,202,11,424.9114,180,251.858,215.62,18,2,17,10,0.0108974358974358,0.016025641025641,Nest,Apparel,Stationery,1
109,18,10682.9706,169,남,149,11,1607.1275999999998,561,1396.8569999999995,164.5,16,3,18,5,0.02,0.03,Apparel,Nest,IT,5
104,4,145.8194,163,여,215,2,17.653399999999998,11,1.224,26.0,3,2,1,1,0.0277777777777777,0.1944444444444444,Apparel,Stationery,None,6
126,3,438.8414,0,남,126,4,68.78939999999999,25,40.538,27.72,3,1,6,6,0.1111111111111111,0.1111111111111111,Apparel,Apparel,Housewares,7
89,20,3378.936,143,여,125,5,334.098,45,180.932,150.15,12,3,11,3,0.0171875,0.028125,Nest,Apparel,Stationery,3
356,6,1248.161,0,여,356,4,125.208,63,23.087000000000003,184.74,6,1,3,1,0.0555555555555555,0.0925925925925926,Housewares,Nest,Lifestyle,7
29,4,604.3113999999999,0,여,29,3,75.3424,12,193.251,25.5,4,1,4,1,0.1428571428571428,0.0714285714285714,Apparel,Nest,IT,7
187,16,1663.6007,0,남,187,9,193.7677,53,128.427,116.98,16,1,17,3,0.0272435897435897,0.0304487179487179,Apparel,Nest,Stationery,0
265,17,4882.7588,1,여,133,7,451.8578,322,104.279,308.13,17,2,5,2,0.0108932461873638,0.0435729847494553,Nest,Stationery,Apparel,4
97,21,3340.2922,239,여,115,10,381.1802,160,424.768,164.46,13,5,20,5,0.0186741363211951,0.0242763772175536,Apparel,Nest,Stationery,1
170,19,4544.5694,107,남,76,6,469.4094,239,257.0,152.69,10,5,15,4,0.0246710526315789,0.0213815789473684,Apparel,Nest,Stationery,1
248,16,1603.0286,0,남,248,6,210.0826,71,92.684,158.42,16,1,14,3,0.0336538461538461,0.0216346153846153,Apparel,Nest,Apparel,0
39,38,8098.2694,90,여,73,8,673.0454000000001,333,503.576,338.81,30,3,27,7,0.0106048703849175,0.0129615082482325,Nest,Apparel,Nest,1
14,45,8022.042299999999,1,남,8,9,704.9573,72,418.725,341.9,45,2,11,8,0.0044444444444444,0.0145454545454545,Nest,Apparel,Nest,4
158,4,158.01080000000002,203,여,282,4,19.3098,8,7.999,31.49,3,2,1,2,0.05,0.1,Stationery,Housewares,Apparel,6
152,4,320.4244,196,여,181,5,34.9894,97,13.245,42.85,2,3,7,3,0.1166666666666666,0.0833333333333333,Stationery,Apparel,Housewares,6
63,57,12282.0096,1,남,32,10,994.9996,271,229.27,387.16,57,2,37,15,0.0056445461479786,0.0096109839816933,Apparel,Nest,Nest,4
40,24,4196.7052,232,남,126,13,366.0012,77,80.676,181.26,9,4,10,9,0.0101626016260162,0.0223577235772357,Apparel,Nest,Stationery,1
214,23,3389.1286,6,남,113,8,315.1626,132,237.344,182.31,23,2,17,5,0.0153985507246376,0.0235507246376811,Nest,Stationery,Housewares,4
64,25,4283.9323,280,여,124,12,374.8223,346,211.12,263.24,9,5,14,13,0.0139999999999999,0.013,Stationery,Nest,Apparel,1
94,33,5535.4344,149,여,98,6,571.6004,232,600.896,239.95,16,4,20,3,0.0137741046831955,0.0144628099173553,Apparel,Nest,Nest,1
81,10,2407.7197,0,남,81,7,294.1407,254,62.81100000000001,85.42,10,1,9,4,0.0375,0.0458333333333333,Housewares,Apparel,Stationery,0
356,3,1659.2026,0,여,356,5,211.1976,140,5.445,229.25,3,1,2,3,0.0512820512820512,0.2051282051282051,Apparel,Stationery,IT,7
304,24,5857.5497,0,여,304,11,656.5607,262,405.411,202.08,24,1,24,10,0.0144927536231884,0.021135265700483,Apparel,Nest,Stationery,4
250,19,2709.9478,0,여,250,3,272.3508,30,100.953,121.49,19,1,13,3,0.0235934664246823,0.0235934664246823,Nest,Apparel,Housewares,0
174,44,7691.7614,157,남,244,13,832.6404,664,325.419,445.15,31,2,27,14,0.0064593301435406,0.0129186602870813,Apparel,Nest,Stationery,5
13,73,12934.8804,284,여,96,13,1376.2974,691,911.547,598.9,22,6,64,26,0.0051269726828486,0.0064888248017303,Apparel,Nest,Stationery,5
89,51,10365.5343,0,남,89,9,902.0633,358,388.179,552.93,51,1,31,15,0.0065359477124183,0.009909340080118,Apparel,Nest,Nest,4
102,1,21.576,0,여,102,1,2.376,1,0.0,6.0,1,1,0,1,0.0,0.0,Apparel,None,None,2
88,26,3172.8781,260,여,152,9,297.2021,194,94.114,213.29,10,4,21,10,0.0132408575031525,0.0189155107187894,Apparel,Nest,Lifestyle,1
118,34,6907.0035,60,남,119,7,719.0965,383,412.063,256.54,22,2,22,7,0.0109670987038883,0.0149551345962113,Nest,Apparel,Stationery,1
111,1,141.7876,0,남,111,1,22.3146,4,10.497,6.0,1,1,1,0,0.3333333333333333,0.6666666666666666,Apparel,None,None,2
177,9,1222.9643,68,남,156,5,128.0913,48,36.527,92.06,8,2,5,2,0.0326797385620915,0.065359477124183,Apparel,Nest,Lifestyle,3
26,7,668.4094,152,남,82,4,69.4004,43,79.711,81.82,4,4,6,0,0.1224489795918367,0.0204081632653061,Nest,Apparel,Stationery,6
126,5,1190.2504,0,남,126,6,85.6884,15,52.628,37.99,5,1,5,0,0.0909090909090909,0.109090909090909,Nest,Housewares,Apparel,7
176,1,23.9242,0,남,176,1,2.7342,1,0.0,6.0,1,1,0,0,0.0,1.0,Apparel,None,None,2
19,13,2295.9724,0,여,19,5,201.3954,27,68.493,90.49,13,1,4,4,0.0153846153846153,0.0461538461538461,Nest,Apparel,Nest,0
75,41,11569.6006,0,여,75,8,875.7966,180,276.666,359.06,41,1,22,5,0.0080087368037859,0.0145613396432471,Nest,Nest,Apparel,4
13,11,2103.0365,31,여,37,5,195.1745,46,217.598,67.5,10,2,6,2,0.0320855614973262,0.0481283422459893,Apparel,Nest,Nest,3
113,36,5821.3217,235,여,72,12,593.4427000000001,199,214.801,409.66,13,8,27,8,0.0107142857142857,0.0138888888888888,Apparel,Nest,Stationery,1
350,21,3991.0836,0,여,350,5,369.89560000000006,40,130.48200000000003,173.13,21,1,12,4,0.0259740259740259,0.0129870129870129,Nest,Apparel,Housewares,0
45,31,11417.553,141,남,163,8,1391.6449999999998,579,460.672,217.91,19,2,20,13,0.0092165898617511,0.0170506912442396,Apparel,Nest,Stationery,1
211,6,778.8754,0,남,211,5,87.5824,13,53.81699999999999,42.99,6,1,3,1,0.0416666666666666,0.1111111111111111,Apparel,Nest,Apparel,7
13,43,8528.5661,323,여,109,10,775.3981,112,1082.3819999999998,440.62,21,6,30,11,0.0081124932395889,0.0121687398593834,Nest,Apparel,Stationery,1
241,22,2722.0618,0,여,241,9,313.2478,134,81.376,152.03,22,1,12,10,0.0106951871657754,0.0258467023172905,Apparel,Nest,Stationery,4
311,13,2883.0474,0,여,311,7,277.0834,89,127.216,244.74,13,1,9,4,0.0266272189349112,0.0384615384615384,Nest,Apparel,Lifestyle,0
128,7,1330.9352,0,남,128,9,132.14520000000002,175,34.28,108.53,7,1,3,4,0.0238095238095238,0.0873015873015873,Apparel,Stationery,Housewares,0
87,7,1830.2787,35,남,52,8,168.67770000000002,64,75.93900000000001,61.07,4,3,3,1,0.0204081632653061,0.1156462585034013,Apparel,Stationery,Nest,3
113,8,494.406,173,여,153,7,50.453,15,32.247,57.91,4,3,6,1,0.0535714285714285,0.0625,Apparel,Nest,Apparel,6
15,41,22828.243,327,여,66,12,2078.509,1669,857.0360000000001,622.12,9,10,32,9,0.0088691796008869,0.0130266075388026,Apparel,Nest,Stationery,5
129,1,122.112,0,여,129,1,17.712,12,0.0,6.0,1,1,0,0,0.0,1.0,Apparel,None,None,2
18,8,1329.0805,0,여,18,6,111.0495,57,158.649,60.11,8,1,5,3,0.0520833333333333,0.0416666666666666,Nest,Apparel,Stationery,0
66,26,5374.338,234,여,178,10,505.248,357,212.33,386.17,12,3,18,10,0.0147299509001636,0.0155482815057283,Nest,Apparel,Stationery,1
4,20,4291.2444,0,남,4,7,375.3904,52,494.136,149.48,20,1,13,5,0.0216666666666666,0.02,Nest,Nest,Housewares,4
206,3,368.562,0,여,206,2,32.196,6,3.594,18.0,3,1,1,2,0.0833333333333333,0.0833333333333333,Stationery,Nest,None,2
258,9,1677.7289,0,남,258,7,152.4819,61,30.253,74.93,9,1,4,6,0.0317460317460317,0.0317460317460317,Nest,Stationery,IT,0
223,1,333.8,0,여,223,1,29.8,2,0.0,6.0,1,1,0,1,0.0,0.0,Nest,None,None,2
134,8,2623.3384,0,여,134,6,332.6944,332,60.666,90.59,8,1,6,2,0.046875,0.0625,Nest,Apparel,Lifestyle,0
166,17,3588.4642000000003,164,여,247,9,336.2162,53,123.092,116.19,9,2,10,8,0.0158982511923688,0.0302066772655007,Nest,Apparel,Stationery,3
334,2,82.7234,0,여,334,4,8.6984,5,3.5050000000000003,13.0,2,1,2,1,0.2,0.2,Housewares,Stationery,Stationery,2
40,30,3503.7670000000003,248,여,107,8,368.683,244,139.67600000000002,321.41,23,5,16,10,0.0102564102564102,0.0166666666666666,Apparel,Stationery,Nest,1
22,11,1007.8918,248,여,103,4,102.5388,48,26.067,89.00999999999999,5,5,7,5,0.0289256198347107,0.0413223140495867,Apparel,Housewares,Stationery,3
192,9,1053.1598,0,여,192,4,99.4238,12,42.594,67.98,9,1,3,3,0.0303030303030303,0.0505050505050505,Nest,Apparel,Housewares,7
165,10,2125.1670000000004,0,여,165,8,167.04500000000002,266,25.748,239.26,10,1,4,2,0.0222222222222222,0.0666666666666666,Apparel,Stationery,Nest,0
82,22,4116.0455,1,여,42,8,357.5885,113,125.113,133.98,22,2,14,8,0.0159090909090909,0.0204545454545454,Apparel,Nest,Stationery,4
41,12,1892.7885,98,남,79,7,170.35850000000002,37,105.18,81.69,10,3,5,2,0.0181159420289855,0.0579710144927536,Apparel,Nest,Lifestyle,3
20,12,2142.7247,41,여,51,5,198.5447,44,308.24,145.21,8,2,8,2,0.0444444444444444,0.0277777777777777,Nest,Apparel,Nest,3
334,3,300.517,0,여,334,3,27.167,23,1.98,19.5,3,1,1,0,0.1111111111111111,0.2222222222222222,Stationery,Nest,Apparel,2
356,6,856.1535999999999,0,여,356,4,97.1326,22,51.36900000000001,83.24000000000001,6,1,5,1,0.0925925925925926,0.0555555555555555,Nest,Housewares,Apparel,7
110,5,974.2128,0,남,110,3,138.4268,29,212.334,40.86,5,1,3,0,0.075,0.125,Nest,Apparel,Housewares,0
49,3,541.4094,0,여,49,4,61.1774,139,13.198,18.0,3,1,2,2,0.074074074074074,0.1851851851851852,Apparel,Lifestyle,Stationery,7
108,5,1000.3532,0,여,108,2,97.0132,10,71.39999999999999,30.0,5,1,1,0,0.025,0.175,Nest,Apparel,None,7
61,14,3837.8093,204,남,156,10,347.5083,131,106.469,132.92,8,3,17,6,0.0303571428571428,0.0303571428571428,Nest,Apparel,Stationery,1
65,1,242.88,0,남,65,1,36.63,16,3.25,6.0,1,1,1,2,0.125,0.625,Apparel,None,None,2
248,15,3291.7395,0,여,248,7,324.2095,77,81.9,96.98,15,1,9,5,0.01875,0.0375,Nest,Apparel,Stationery,0
73,18,4349.2554,0,여,73,6,470.3824,116,155.77700000000002,143.47,18,1,12,5,0.017094017094017,0.0313390313390313,Nest,Apparel,Lifestyle,4
157,10,1319.1537,0,여,157,8,167.93769999999998,78,35.694,66.48,10,1,7,8,0.0225806451612903,0.0516129032258064,Apparel,Housewares,Apparel,0
335,1,24.9842,0,남,335,2,2.6082,2,1.134,6.5,1,1,1,0,0.5,0.5,Apparel,Stationery,None,2
131,11,1727.6311,0,남,131,5,188.8211,174,61.67,176.74,11,1,9,3,0.0282131661442006,0.0532915360501567,Apparel,Housewares,Nest,0
285,8,1142.8096,0,여,285,6,133.7836,53,166.164,84.77,8,1,5,0,0.048076923076923,0.0769230769230769,Apparel,Nest,Housewares,0
49,12,3397.7154,184,여,208,7,294.1914,395,249.096,225.6,11,2,9,2,0.03,0.0466666666666666,Apparel,Stationery,Housewares,1
108,3,485.936,0,남,108,2,61.096,7,174.36,18.0,3,1,3,0,0.3333333333333333,0.0,Nest,Apparel,None,7
302,5,1029.172,0,여,302,5,113.801,40,28.899,32.5,5,1,5,2,0.0666666666666666,0.1066666666666666,Apparel,Housewares,Nest,7
135,2,256.6,0,여,135,2,22.42,6,0.0,21.18,2,1,0,1,0.0,0.25,Lifestyle,Nest,None,2
32,99,15126.9149,187,남,50,14,1616.6949,801,952.75,886.64,43,8,79,43,0.0033111194936921,0.0049876356930298,Apparel,Nest,Stationery,5
50,20,3453.6261,220,여,54,7,329.5691,129,88.023,154.44,8,9,12,3,0.0176470588235294,0.0279411764705882,Apparel,Nest,Apparel,3
99,36,8302.8233,262,여,311,12,821.7393000000001,394,512.966,371.71,24,2,32,6,0.0112517580872011,0.0144163150492264,Apparel,Nest,Stationery,1
16,7,839.2929,181,여,126,8,92.3699,39,114.807,44.0,4,3,5,3,0.0324675324675324,0.0909090909090909,Stationery,Apparel,Housewares,3
19,9,3621.2946,134,남,143,7,463.8256,551,136.08100000000002,79.85,6,2,9,4,0.0434782608695652,0.0483091787439613,Apparel,Nest,Housewares,1
91,17,3020.2037,46,여,61,11,307.37170000000003,44,212.828,102.0,12,3,13,0,0.0224913494809688,0.0363321799307958,Apparel,Nest,Stationery,3
139,16,2378.6862,0,여,139,7,255.8062,157,236.74,177.03,16,1,10,5,0.021551724137931,0.0301724137931034,Apparel,Nest,Nest,4
120,31,4540.8512,1,여,61,11,449.0532,158,288.70199999999994,233.49,31,2,19,14,0.0080645161290322,0.0182512733446519,Apparel,Nest,Stationery,4
79,17,3326.0931,114,남,153,8,388.4201,135,194.517,151.56,12,2,16,4,0.0224089635854341,0.0308123249299719,Apparel,Nest,Lifestyle,1
58,12,1849.2804,8,여,37,7,187.8634,135,38.843,114.0,11,2,4,2,0.0138888888888888,0.0625,Lifestyle,Nest,Apparel,3
192,13,1693.5662,108,여,136,4,161.3862,29,196.5,400.09,12,3,5,2,0.0274725274725274,0.0384615384615384,Nest,Apparel,Apparel,3
262,8,1487.3864,0,여,262,7,167.4314,100,41.72500000000001,91.25,8,1,4,1,0.0454545454545454,0.0681818181818181,Stationery,Apparel,Apparel,0
80,8,1670.469,0,여,80,4,120.449,9,64.80000000000001,60.83,8,1,4,1,0.0625,0.046875,Nest,Lifestyle,Nest,7
194,1,165.4358,0,여,194,2,26.7228,4,15.747,6.0,1,1,1,0,0.25,0.75,Apparel,Housewares,None,2
266,10,1788.0754,81,여,214,6,198.6624,250,55.49700000000001,122.51,8,2,8,2,0.0347826086956521,0.0565217391304347,Stationery,Nest,Lifestyle,3
69,1,713.8582,0,남,69,3,104.5782,166,6.7,12.99,1,1,2,1,0.3333333333333333,0.5,Lifestyle,Apparel,Stationery,7
345,21,3878.9994,0,남,345,5,358.54040000000003,39,130.781,165.3,21,1,12,3,0.0204081632653061,0.0221088435374149,Nest,Apparel,Stationery,0
142,34,4072.3213,193,남,264,9,397.9373000000001,116,120.866,278.66,19,2,23,9,0.0107376283846872,0.0144724556489262,Apparel,Nest,Stationery,1
326,24,4821.046,0,남,326,7,534.6700000000001,341,219.154,253.67,24,1,8,8,0.0098039215686274,0.0220588235294117,Nest,Stationery,Apparel,4
40,12,1937.5301,172,여,192,7,166.4171,39,123.357,87.48,8,2,8,2,0.0333333333333333,0.0416666666666666,Stationery,Nest,Apparel,3
116,23,3725.8894,188,남,246,8,349.81940000000003,62,147.32999999999998,163.47,15,2,12,9,0.0113421550094517,0.0236294896030245,Apparel,Nest,Stationery,1
73,11,2487.1778,217,남,253,3,238.2168,26,174.29899999999998,67.5,8,2,5,1,0.0324675324675324,0.0519480519480519,Nest,Apparel,Nest,3
0,6,1177.3351,0,여,0,3,89.5851,11,60.24,39.0,6,1,2,1,0.0416666666666666,0.1041666666666666,Nest,Nest,Apparel,7
20,8,664.2611999999999,0,여,20,5,60.4102,14,51.789,51.5,8,1,5,3,0.0446428571428571,0.0535714285714285,IT,Apparel,Nest,7
236,5,2355.8327,0,여,236,6,277.5767,107,128.024,43.99,5,1,7,4,0.0608695652173913,0.1043478260869565,Stationery,Apparel,Housewares,0
200,4,286.04740000000004,0,여,200,3,30.2514,9,7.374,24.0,4,1,2,1,0.0625,0.15625,Apparel,Stationery,Nest,7
104,45,11167.9055,112,남,109,10,1431.7405,384,723.205,426.65,31,3,44,13,0.0083570750237416,0.0113960113960113,Apparel,Nest,Housewares,5
250,8,1669.0041,1,남,126,6,185.2911,47,56.157,54.48,8,2,7,6,0.0416666666666666,0.0476190476190476,Apparel,Nest,Lifestyle,0
34,24,4009.4648,173,여,126,6,346.4768,69,205.932,180.94,21,3,17,8,0.0150709219858156,0.0195035460992907,Apparel,Nest,Stationery,1
104,8,1234.9777,0,여,104,7,111.4217,32,2.754,75.96000000000001,8,1,2,6,0.0104166666666666,0.0833333333333333,Apparel,Nest,Stationery,7
264,2,183.0284,0,여,264,3,17.1594,5,13.131,13.0,2,1,2,2,0.2,0.1,Apparel,Apparel,Nest,2
0,5,529.2096,1,여,1,4,53.0016,29,62.172,31.5,5,2,5,2,0.1111111111111111,0.0444444444444444,Stationery,Housewares,Nest,7
79,17,3148.712,0,여,79,10,270.904,99,46.142,138.19,17,1,9,4,0.0165441176470588,0.0349264705882352,Nest,Stationery,Apparel,0
55,15,5483.9385,206,여,233,8,456.2915,280,315.163,104.34,12,2,14,5,0.0301075268817204,0.0258064516129032,Stationery,Nest,Nest,1
89,2,53.291,167,남,211,2,3.551,3,0.0,28.95,1,2,0,0,0.0,0.5,Stationery,Lifestyle,None,6
28,20,4186.0299,29,여,28,5,329.9099,251,334.3,154.98,19,3,7,10,0.0109375,0.0234375,Apparel,Nest,Stationery,1
17,16,2163.241,319,여,218,8,223.024,156,197.413,270.54,11,3,15,5,0.0223214285714285,0.0327380952380952,Apparel,Stationery,Lifestyle,1
243,8,764.1523,0,여,243,8,81.84830000000001,43,51.416,48.99,8,1,5,6,0.0347222222222222,0.0486111111111111,Apparel,Stationery,Nest,0
340,28,7067.2159,1,남,171,9,700.1939,406,183.628,501.3,28,2,21,8,0.015,0.015,Nest,Apparel,Stationery,4
86,3,922.6846,0,여,86,6,90.1486,44,5.224,31.99,3,1,2,3,0.0606060606060606,0.1818181818181818,Apparel,Housewares,Nest,7
20,1,1640.5839999999998,0,여,20,2,194.634,106,107.58,37.51,1,1,2,1,0.5,0.25,Apparel,Stationery,None,7
19,2,395.928,0,여,19,1,42.506,3,91.128,19.49,2,1,1,0,0.25,0.25,Nest,None,None,7
6,39,8377.9666,161,여,164,9,821.8506,83,901.944,292.13,38,2,20,11,0.0086918730986527,0.0121686223381138,Nest,Apparel,Apparel,1
10,11,2032.4086,332,여,337,5,195.3916,23,196.463,84.99,6,2,7,2,0.0374331550802139,0.0427807486631016,Nest,Apparel,Housewares,3
32,9,2893.1254,0,여,32,7,346.2834,193,196.278,70.49,9,1,5,2,0.037037037037037,0.0592592592592592,Apparel,Nest,Nest,0
145,28,6290.8059,38,여,73,10,622.3709,835,166.84500000000003,196.85,16,3,11,18,0.0056122448979591,0.0209183673469387,Apparel,Nest,Stationery,1
261,5,418.7288,0,여,261,2,58.1028,50,21.434,31.0,5,1,5,0,0.1,0.1,Apparel,Stationery,None,7
293,11,1630.2898,1,여,147,5,144.58180000000002,124,75.882,163.74,11,2,3,1,0.0194805194805194,0.0649350649350649,Nest,Stationery,Apparel,0
344,3,584.9920000000001,1,여,173,2,53.269000000000005,60,20.467,19.5,3,2,2,0,0.1666666666666666,0.1666666666666666,Nest,Stationery,None,7
27,3,759.3531,325,여,338,8,79.57509999999999,29,27.682,25.99,2,2,9,4,0.1578947368421052,0.1052631578947368,Apparel,Stationery,Nest,6
12,19,2802.0891,0,남,12,6,297.0101,154,340.641,160.94,19,1,10,5,0.0181488203266787,0.0254083484573502,Apparel,Nest,Nest,4
231,6,735.2413,0,여,231,6,79.8893,18,65.148,60.0,6,1,8,0,0.0952380952380952,0.0714285714285714,Apparel,Housewares,Nest,7
80,4,1049.67,0,여,80,1,93.5,5,44.8,65.97,4,1,2,0,0.125,0.125,Nest,None,None,7
30,21,4865.719,5,남,13,9,374.999,57,445.81,154.98,20,3,20,9,0.0211640211640211,0.0169312169312169,Nest,Stationery,Nest,4
149,94,11916.0771,85,여,79,14,1302.9461,511,711.999,689.91,69,4,69,27,0.0040111614928496,0.0050575514475061,Apparel,Nest,Stationery,5
307,30,6722.8836,0,여,307,9,737.6256,134,581.5120000000001,397.18,30,1,25,7,0.0166666666666666,0.012,Nest,Apparel,Housewares,4
128,10,1302.9429,0,여,128,7,135.6809,72,89.45800000000001,60.5,10,1,10,4,0.0384615384615384,0.0461538461538461,Apparel,Apparel,Nest,0
222,7,1017.4937,0,여,222,7,113.6477,35,31.114,52.85,7,1,8,6,0.0439560439560439,0.0659340659340659,Apparel,Lifestyle,IT,0
111,18,2206.6766,113,여,168,2,228.2486,32,166.832,114.99,15,2,7,1,0.0144032921810699,0.0390946502057613,Apparel,Nest,None,3
32,84,17253.198,331,남,63,16,1796.029,955,742.451,671.97,20,11,70,31,0.0041876046901172,0.0058626465661641,Apparel,Nest,Stationery,5
39,11,1968.2522,132,여,151,8,185.7112,53,140.459,69.5,7,2,8,2,0.0316205533596837,0.0513833992094861,Apparel,Stationery,Nest,3
171,6,1467.1202,0,여,171,4,136.12220000000002,20,5.112,60.32,6,1,4,2,0.0666666666666666,0.0666666666666666,Apparel,Nest,Nest,7
69,22,5525.9062,3,남,25,6,442.8862,85,82.4,252.55,22,3,6,4,0.0094043887147335,0.0297805642633228,Nest,Nest,Stationery,4
12,10,1562.3027,0,여,12,3,122.1957,13,50.943,90.96,10,1,2,2,0.0181818181818181,0.0636363636363636,Nest,Apparel,Nest,0
47,42,13422.0901,29,여,52,10,1099.9401,1069,716.1800000000001,378.33,24,2,20,15,0.0063492063492063,0.0126984126984126,Nest,Nest,Apparel,5
72,10,2860.3721,176,남,212,4,197.6221,22,67.2,73.99,6,2,3,1,0.0272727272727272,0.0636363636363636,Nest,Nest,Apparel,3
230,26,4868.3616,0,남,230,9,520.0816,510,376.33,252.29,26,1,23,10,0.015519568151147,0.0161943319838056,Apparel,Stationery,Nest,4
65,2,358.6682,0,여,65,2,32.678200000000004,3,0.0,12.0,2,1,0,1,0.0,0.25,Nest,Apparel,None,2
23,29,7138.8897,0,여,23,9,789.7377,445,604.218,242.33,29,1,19,8,0.0116995073891625,0.0178571428571428,Apparel,Stationery,Nest,4
165,6,850.1898,0,여,165,7,84.5358,30,8.366,42.99,6,1,8,2,0.0579710144927536,0.0942028985507246,Apparel,Stationery,Nest,7
10,13,2049.8527,180,남,92,7,172.5037,28,229.711,105.96,7,4,8,2,0.0279720279720279,0.0419580419580419,Nest,Apparel,Stationery,3
229,17,1933.7387,0,여,229,7,217.7767,110,49.298,154.83,17,1,16,6,0.0174291938997821,0.0348583877995642,Apparel,Stationery,Nest,0
